#Step       Time (ps)  Kinetic (Eh)    Potential (Eh)        Total (Eh)     Temp. (K)    Restraint (Eh)
 4522          0.4522    0.11228602      -15.65391677      -15.54163076        278.10        0.00000000
 4523          0.4523    0.13007176      -15.65418475      -15.52411300        322.14        0.00000000
 4524          0.4524    0.11188240      -15.65446594      -15.54258353        277.10        0.00000000
 4525          0.4525    0.11818562      -15.65408194      -15.53589632        292.71        0.00000000
 4526          0.4526    0.11456763      -15.65383204      -15.53926441        283.75        0.00000000
 4527          0.4527    0.11729149      -15.65440208      -15.53711059        290.49        0.00000000
 4528          0.4528    0.11965373      -15.65458284      -15.53492911        296.34        0.00000000
 4529          0.4529    0.13272039      -15.65472748      -15.52200709        328.70        0.00000000
 4530          0.4530    0.12021770      -15.65537947      -15.53516177        297.74        0.00000000
 4531          0.4531    0.12791054      -15.65546279      -15.52755225        316.79        0.00000000
 4532          0.4532    0.13237224      -15.65588884      -15.52351660        327.84        0.00000000
 4533          0.4533    0.12070007      -15.65661824      -15.53591817        298.93        0.00000000
 4534          0.4534    0.12362069      -15.65644060      -15.53281991        306.17        0.00000000
 4535          0.4535    0.11736888      -15.65680852      -15.53943965        290.68        0.00000000
 4536          0.4536    0.12245025      -15.65751869      -15.53506844        303.27        0.00000000
 4537          0.4537    0.11880035      -15.65751011      -15.53870976        294.23        0.00000000
 4538          0.4538    0.13812451      -15.65755132      -15.51942681        342.09        0.00000000
 4539          0.4539    0.12344742      -15.65758783      -15.53414041        305.74        0.00000000
 4540          0.4540    0.13635799      -15.65724225      -15.52088426        337.71        0.00000000
 4541          0.4541    0.14059936      -15.65660783      -15.51600847        348.22        0.00000000
 4542          0.4542    0.10493013      -15.65653838      -15.55160824        259.88        0.00000000
 4543          0.4543    0.13209726      -15.65649364      -15.52439638        327.16        0.00000000
 4544          0.4544    0.13083637      -15.65597220      -15.52513583        324.04        0.00000000
 4545          0.4545    0.11490565      -15.65630081      -15.54139516        284.58        0.00000000
 4546          0.4546    0.11019353      -15.65570906      -15.54551553        272.91        0.00000000
 4547          0.4547    0.11707524      -15.65626705      -15.53919180        289.96        0.00000000
 4548          0.4548    0.12294607      -15.65577180      -15.53282573        304.50        0.00000000
 4549          0.4549    0.11752191      -15.65579559      -15.53827368        291.06        0.00000000
 4550          0.4550    0.13374658      -15.65666954      -15.52292296        331.25        0.00000000
 4551          0.4551    0.11862926      -15.65728544      -15.53865617        293.81        0.00000000
 4552          0.4552    0.12458767      -15.65762897      -15.53304130        308.56        0.00000000
 4553          0.4553    0.12410760      -15.65785449      -15.53374689        307.37        0.00000000
 4554          0.4554    0.11686143      -15.65853811      -15.54167668        289.43        0.00000000
 4555          0.4555    0.12864524      -15.65844648      -15.52980124        318.61        0.00000000
 4556          0.4556    0.14457534      -15.65869417      -15.51411883        358.06        0.00000000
 4557          0.4557    0.11774224      -15.65928830      -15.54154606        291.61        0.00000000
 4558          0.4558    0.11720049      -15.65918903      -15.54198854        290.27        0.00000000
 4559          0.4559    0.12668765      -15.65961316      -15.53292551        313.76        0.00000000
 4560          0.4560    0.12701939      -15.66053032      -15.53351093        314.58        0.00000000
 4561          0.4561    0.13644005      -15.66097636      -15.52453631        337.92        0.00000000
 4562          0.4562    0.11480486      -15.66099340      -15.54618854        284.33        0.00000000
 4563          0.4563    0.13419432      -15.66120263      -15.52700831        332.35        0.00000000
 4564          0.4564    0.12347101      -15.66064619      -15.53717518        305.80        0.00000000
 4565          0.4565    0.10790152      -15.66070550      -15.55280398        267.24        0.00000000
 4566          0.4566    0.11810548      -15.66098412      -15.54287864        292.51        0.00000000
 4567          0.4567    0.11982099      -15.66050350      -15.54068251        296.76        0.00000000
 4568          0.4568    0.13039014      -15.66037617      -15.52998603        322.93        0.00000000
 4569          0.4569    0.11884555      -15.66003023      -15.54118468        294.34        0.00000000
 4570          0.4570    0.12526149      -15.65942936      -15.53416787        310.23        0.00000000
 4571          0.4571    0.11789234      -15.65947780      -15.54158546        291.98        0.00000000
 4572          0.4572    0.13937986      -15.65920462      -15.51982477        345.20        0.00000000
 4573          0.4573    0.11516486      -15.65926905      -15.54410419        285.22        0.00000000
 4574          0.4574    0.11756646      -15.65914685      -15.54158040        291.17        0.00000000
 4575          0.4575    0.12197436      -15.65890829      -15.53693393        302.09        0.00000000
 4576          0.4576    0.10522653      -15.65909473      -15.55386820        260.61        0.00000000
 4577          0.4577    0.13184673      -15.65920077      -15.52735404        326.54        0.00000000
 4578          0.4578    0.10585063      -15.65913904      -15.55328841        262.16        0.00000000
 4579          0.4579    0.12008566      -15.65882021      -15.53873455        297.41        0.00000000
 4580          0.4580    0.11807371      -15.65927319      -15.54119948        292.43        0.00000000
 4581          0.4581    0.13669868      -15.65933808      -15.52263940        338.56        0.00000000
 4582          0.4582    0.14188309      -15.65865147      -15.51676838        351.40        0.00000000
 4583          0.4583    0.09581803      -15.65851399      -15.56269596        237.31        0.00000000
 4584          0.4584    0.13045550      -15.65851164      -15.52805614        323.09        0.00000000
 4585          0.4585    0.12157821      -15.65819315      -15.53661494        301.11        0.00000000
 4586          0.4586    0.12871587      -15.65824130      -15.52952543        318.79        0.00000000
 4587          0.4587    0.11004663      -15.65777784      -15.54773121        272.55        0.00000000
 4588          0.4588    0.12439655      -15.65801095      -15.53361440        308.09        0.00000000
 4589          0.4589    0.12631363      -15.65782527      -15.53151164        312.84        0.00000000
 4590          0.4590    0.11518488      -15.65783242      -15.54264754        285.27        0.00000000
 4591          0.4591    0.12083554      -15.65816161      -15.53732607        299.27        0.00000000
 4592          0.4592    0.12849813      -15.65885486      -15.53035673        318.25        0.00000000
 4593          0.4593    0.13025607      -15.65896719      -15.52871112        322.60        0.00000000
 4594          0.4594    0.12520582      -15.65916913      -15.53396331        310.09        0.00000000
 4595          0.4595    0.10635073      -15.65892822      -15.55257750        263.40        0.00000000
 4596          0.4596    0.12526114      -15.65946682      -15.53420569        310.23        0.00000000
 4597          0.4597    0.12874703      -15.65980736      -15.53106033        318.86        0.00000000
